sample_index,timestamp_utc,target_type,target_id,transform_chain,handeye_sha256,euler_convention,handeye_method,image_width,image_height,camera_info_width,camera_info_height,fx,fy,cx,cy,distortion_coefficients,detected_markers,detected_charuco_corners,reprojection_median_px,reprojection_max_px,flange_x_mm,flange_y_mm,flange_z_mm,flange_a_deg,flange_b_deg,flange_c_deg,tcp_x_mm,tcp_y_mm,tcp_z_mm,tcp_a_deg,tcp_b_deg,tcp_c_deg,tool_num,camera_base_rx_deg,camera_base_ry_deg,camera_base_rz_deg,target_camera_x_mm,target_camera_y_mm,target_camera_z_mm,target_base_x_mm,target_base_y_mm,target_base_z_mm,frame_jitter_median_mm,frame_jitter_max_mm,T_base_flange,T_flange_camera,T_camera_board,T_base_board
1,2026-08-12T01:53:55.098285+00:00,charuco_marker_center_from_full_board_pose:sqpnp,8,T_base_target=T_base_flange@T_flange_camera@T_camera_board@p_board_target;pnp=sqpnp,f08dc2dd9a40523e3f0c69e9285d88c774d69553659c3d9be891da727877c558,xyz,DANIILIDIS,1920,1080,1920,1080,1358.391845703125,1356.906982421875,966.632568359375,569.7604370117188,"[0.0,0.0,0.0,0.0,0.0]",17,24,0.3967260271310806,0.936087429523468,-262.79376220703125,13.098620414733887,576.3114624023438,170.00228881835938,0.0003707840805873275,89.99887084960938,-237.50723266601562,11.097284317016602,421.3499755859375,170.00250244140625,0.0002824219409376383,89.99887084960938,1,171.82834252629115,0.3459098184542777,90.88592158735206,-6.033964584459269,-55.00037579469406,514.8767165915873,-315.31291623657955,-27.71611825127272,-14.399284561048022,0.014305720839061769,0.042513739722301006,"[[1.9707392e-05,0.984814688853,0.173608836844,-0.262793762207],[0.999999999785,-1.8284636e-05,-9.79451e-06,0.013098620415],[-6.471403e-06,0.173608836999,-0.984814689002,0.576311462402],[0.0,0.0,0.0,1.0]]","[[0.999862026478,0.016178003205,-0.003768317958,-0.031948836393],[-0.016289711216,0.999361913153,-0.031786976061,-0.08303779075],[0.003251663643,0.031843975111,0.99948756267,0.059782630135],[0.0,0.0,0.0,1.0]]","[[0.00259120832,0.999996503466,-0.000527915225,-0.123848863898],[-0.988726012099,0.0024829667,-0.149715422972,0.027758529303],[-0.149713588691,0.000909907364,0.988728988869,0.527339957584],[0.0,0.0,0.0,1.0]]","[[-0.999888621645,-0.012871238268,-0.007554834839,-0.22980900562],[-0.01282083875,0.999895482312,-0.006682106373,-0.144224570986],[0.007640052208,-0.006584502811,-0.999949135669,-0.014262182035],[0.0,0.0,0.0,1.0]]"
